0xF306	ki
0xF14DF	s.k.ra-iM
0xF14E6	s.k.raM
0xF14E4	s.k.raai
0xF14E5	s.k.raau
0xF14E8	s.k.riM
0xF338	s.k.ya-i
0xF332	s.ka-i
0xF14DC	s.kaM
0xF14DA	s.kaai
0xF14DB	s.kaau
0xF14EC	s.khA
0xF14F6	s.khAM
0xF14EE	s.khI
0xF14F0	s.khU
0xF14F5	s.khaM
0xF14F2	s.khaai
0xF14F4	s.khaau
0xF14F1	s.khe
0xF14ED	s.khi
0xF14F3	s.kho
0xF14EF	s.khu
0xF14DE	s.kiM
0xF1597	s.lAM
0xF1596	s.laM
0xF1594	s.laai
0xF1595	s.laau
0xF1598	s.luM
0xF157C	s.m.r.yu
0xF156C	s.m.rA-i
0xF157B	s.m.riM
0xF1578	s.m.yAM
0xF52F	s.m.ya-i
0xF1577	s.m.yaM
0xF1575	s.m.yaai
0xF1576	s.m.yaau
0xF1579	s.m.yuM
0xF1570	s.mAM
0xF529	s.ma-i
0xF156E	s.maau
0xF486	s.n.rA-i
0xF480	s.nA-i
0xF1546	s.nAM
0xF1544	s.naau
0xF3B2	s.ngA-i
0xF1547	s.nuM
0xF3FB	s.nyA-i
0xF154C	s.p.rA-i
0xF1558	s.p.rAM
0xF1557	s.p.raM
0xF1555	s.p.raai
0xF1556	s.p.raau
0xF4AA	s.p.yA-i
0xF1552	s.p.yaM
0xF4A4	s.pA-i
0xF1550	s.pAM
0xF154F	s.paM
0xF154D	s.paai
0xF154E	s.paau
0xF1561	s.phAM
0xF1560	s.phaM
0xF155D	s.phaai
0xF155F	s.phaau
0xF1551	s.puM
0xF5D0	s.r-i
0xF14D3	s.rA-i
0xF158E	s.rAM
0xF1590	s.rIM
0xF158B	s.raai
0xF158C	s.raau
0xF158F	s.riM
0xF15AF	s.s.ka
0xF15B0	s.s.kha
0xF15BB	s.s.la
0xF15B7	s.s.ma
0xF15B8	s.s.mi
0xF15B4	s.s.nA
0xF15B3	s.s.na
0xF15B5	s.s.pa
0xF15B6	s.s.pha
0xF15A7	s.s.rA-i
0xF15BA	s.s.ra
0xF15A6	s.s.ra-i
0xF15B1	s.s.ta
0xF15B2	s.s.tha
0xF15BC	s.s.wa
0xF15AD	s.sAM
0xF15A9	s.saai
0xF15AE	s.siM
0xF15AA	s.so
0xF150E	s.t.paM
0xF151E	s.t.r.ya
0xF150D	s.t.rA-iM
0xF8D1	s.t.rAM
0xF8D3	s.t.rIM
0xF150C	s.t.ra-iM
0xF151D	s.t.raau
0xF1524	s.t.waai
0xF1525	s.t.waau
0xF1515	s.t.yaai
0xF1517	s.t.yaau
0xF1501	s.ta.halanta
0xF1532	s.th.na
0xF1534	s.th.ne
0xF153E	s.th.yAM
0xF1538	s.th.yU
0xF153D	s.th.yaM
0xF153A	s.th.yaai
0xF153C	s.th.yaau
0xF1539	s.th.ye
0xF153B	s.th.yo
0xF1537	s.th.yu
0xF1530	s.thAM
0xF1527	s.tha.halanta
0xF1531	s.thiM
0xF150A	s.tiM
0xF8C5	s.ts.la
0xF548	s.tsA-i
0xF14F7	s.tsaM
0xF150B	s.tuM
0xF159C	s.w.rA-i
0xF159B	s.w.ra-i
0xF15A0	s.wAM
0xF5DC	s.wa-i
0xF159E	s.waau
0xF1586	s.yaM
0xF1585	s.yaau
0xF1588	s.yuM
0xF8B8	sA-i
0xF14D4	sAM
0xF14D5	sIM
0xF14D6	sUM
0xF5CA	sa-i
0xF14D2	sa.halanta
0xF8C2	saaiM
0xF8BE	saMM
0xF8C1	seM
0xF13D4	sh.ha
0xF13D6	sh.haM
0xF13D5	sh.hu
0xF1308	sh.kA
0xF130A	sh.kI
0xF130C	sh.kU
0xF130D	sh.kaM
0xF130E	sh.kha
0xF130F	sh.khu
0xF130B	sh.ku
0xF1397	sh.lAM
0xF1392	sh.lI
0xF1394	sh.lU
0xF8A1	sh.laM
0xF1396	sh.laai
0xF1393	sh.lu
0xF1359	sh.m.ra-i
0xF135F	sh.mAM
0xF1358	sh.mU
0xF135E	sh.maM
0xF135B	sh.maai
0xF135D	sh.maau
0xF135A	sh.me
0xF1355	sh.mi
0xF135C	sh.mo
0xF1357	sh.mu
0xF1343	sh.n.ra-i
0xF1349	sh.nAM
0xF1340	sh.nI
0xF134B	sh.nIM
0xF1342	sh.nU
0xF133D	sh.na.halanta
0xF1345	sh.naai
0xF1347	sh.naau
0xF890	sh.nga-i
0xF134A	sh.niM
0xF1346	sh.no
0xF1341	sh.nu
0xF134D	sh.pA
0xF1352	sh.pha
0xF1353	sh.phu
0xF1350	sh.po
0xF134E	sh.pu
0xF138D	sh.r.wa
0xF138E	sh.r.wo
0xF1382	sh.r.yA
0xF138C	sh.r.yAM
0xF1384	sh.r.yI
0xF1386	sh.r.yU
0xF1381	sh.r.ya
0xF138B	sh.r.yaM
0xF1388	sh.r.yaai
0xF138A	sh.r.yaau
0xF1387	sh.r.ye
0xF1383	sh.r.yi
0xF1389	sh.r.yo
0xF1385	sh.r.yu
0xF1306	sh.rA-iM
0xF137D	sh.rAM
0xF137F	sh.rIM
0xF88C	sh.ra-i
0xF137C	sh.raM
0xF1379	sh.raai
0xF137B	sh.raau
0xF137E	sh.riM
0xF1380	sh.ruM
0xF13C8	sh.sh.lI
0xF13C7	sh.sh.la
0xF13CA	sh.sh.le
0xF13CB	sh.sh.lo
0xF13C9	sh.sh.lu
0xF13B8	sh.sh.mA
0xF13B7	sh.sh.ma
0xF13BE	sh.sh.rA
0xF13B0	sh.sh.rA-i
0xF13C0	sh.sh.rI
0xF13C2	sh.sh.rU
0xF13BD	sh.sh.ra
0xF13AF	sh.sh.ra-i
0xF13C4	sh.sh.raai
0xF13C6	sh.sh.raau
0xF13C3	sh.sh.re
0xF13BF	sh.sh.ri
0xF13C5	sh.sh.ro
0xF13C1	sh.sh.ru
0xF13D1	sh.sh.wAM
0xF13CC	sh.sh.wa
0xF13D0	sh.sh.waM
0xF13CE	sh.sh.we
0xF13CD	sh.sh.wi
0xF13CF	sh.sh.wo
0xF13BA	sh.sh.yA
0xF13B9	sh.sh.ya
0xF13BC	sh.sh.ye
0xF13BB	sh.sh.yu
0xF13B6	sh.shAM
0xF13AC	sh.shI
0xF13B5	sh.shaM
0xF13B2	sh.shaai
0xF13B4	sh.shaau
0xF13AB	sh.shi
0xF13B3	sh.sho
0xF13AD	sh.shu
0xF13D3	sh.su
0xF133C	sh.t.ro
0xF133B	sh.t.ya
0xF133A	sh.taM
0xF1315	sh.ts.ra-i
0xF131F	sh.ts.yA
0xF1329	sh.ts.yAM
0xF1321	sh.ts.yI
0xF1323	sh.ts.yU
0xF1328	sh.ts.yaM
0xF1325	sh.ts.yaai
0xF1327	sh.ts.yaau
0xF1324	sh.ts.ye
0xF1320	sh.ts.yi
0xF1326	sh.ts.yo
0xF131B	sh.tsAM
0xF131D	sh.tsIM
0xF1310	sh.tsa.halanta
0xF1319	sh.tsaau
0xF1336	sh.tsh.wa
0xF1335	sh.tsh.ya
0xF1334	sh.tshAM
0xF132C	sh.tshI
0xF132E	sh.tshU
0xF1333	sh.tshaM
0xF1330	sh.tshaai
0xF1332	sh.tshaau
0xF132F	sh.tshe
0xF132B	sh.tshi
0xF1331	sh.tsho
0xF132D	sh.tshu
0xF131C	sh.tsiM
0xF13A1	sh.w.yA
0xF13A9	sh.w.yAM
0xF13A3	sh.w.yU
0xF13A0	sh.w.ya
0xF13A8	sh.w.yaM
0xF13A5	sh.w.yaai
0xF13A7	sh.w.yaau
0xF13A4	sh.w.ye
0xF13A6	sh.w.yo
0xF13A2	sh.w.yu
0xF139F	sh.wAM
0xF139E	sh.waM
0xF139C	sh.waai
0xF139D	sh.waau
0xF136B	sh.y.rA
0xF1375	sh.y.rAM
0xF136D	sh.y.rI
0xF136F	sh.y.rU
0xF136A	sh.y.ra
0xF1374	sh.y.raM
0xF1371	sh.y.raai
0xF1373	sh.y.raau
0xF1370	sh.y.re
0xF136C	sh.y.ri
0xF1372	sh.y.ro
0xF136E	sh.y.ru
0xF1369	sh.yAM
0xF1361	sh.yI
0xF1363	sh.yU
0xF1360	sh.ya.halanta
0xF1367	sh.yaau
0xF89A	sh.yi
0xF1362	sh.yu
0xF88A	shA-i
0xF1302	shIM
0xF1304	shUM
0xF5BD	sha-i
0xF12FE	sha.halanta
0xF1301	shiM
0xF1303	shuM
0xF0918	t.R.Y.ra-i
0xF091C	t.R.yAM
0xF0914	t.R.yi
0xF091B	t.R.yo
0xF092A	t.Sha
0xF0875	t.TA
0xF0874	t.Ta
0xF0878	t.ThA
0xF0876	t.Ti
0xF08FC	t.b.hA
0xF08FD	t.b.hi
0xF0871	t.g.ra-i
0xF0872	t.gaM
0xF0852	t.k.Sh.Na
0xF0855	t.k.Sh.Naau
0xF0854	t.k.Sh.No
0xF0853	t.k.Sh.Nu
0xF0857	t.k.Sh.mA
0xF0856	t.k.Sh.ma
0xF085A	t.k.Sh.ra
0xF085B	t.k.Sh.raau
0xF085C	t.k.Sh.wa
0xF085F	t.k.Sh.waM
0xF085E	t.k.Sh.we
0xF085D	t.k.Sh.wi
0xF0858	t.k.Sh.ya
0xF0859	t.k.Sh.yu
0xF084B	t.k.ShI
0xF0851	t.k.ShaM
0xF084E	t.k.Shaai
0xF0850	t.k.Shaau
0xF084F	t.k.Sho
0xF084C	t.k.Shu
0xF083C	t.k.lA
0xF083E	t.k.lI
0xF083B	t.k.la
0xF0842	t.k.laM
0xF0840	t.k.laai
0xF083D	t.k.li
0xF0841	t.k.lo
0xF082B	t.k.nU
0xF082A	t.k.na
0xF0831	t.k.rA
0xF0820	t.k.rA-i
0xF0835	t.k.rU
0xF083A	t.k.raM
0xF0837	t.k.raai
0xF0839	t.k.raau
0xF0836	t.k.re
0xF0829	t.k.ta
0xF0847	t.k.waM
0xF0845	t.k.wi
0xF082D	t.k.yA
0xF082F	t.k.yaai
0xF082E	t.k.ye
0xF0827	t.kAM
0xF081E	t.kU
0xF086C	t.kh.ra
0xF086D	t.kh.wa
0xF086E	t.kh.we
0xF086A	t.kh.yA
0xF0869	t.kh.ya
0xF086B	t.kh.ye
0xF0861	t.khA
0xF0863	t.khI
0xF0865	t.khU
0xF0868	t.khaM
0xF0866	t.khe
0xF0862	t.khi
0xF0867	t.kho
0xF0920	t.lo
0xF0906	t.m.yAM
0xF0905	t.m.ye
0xF0903	t.mAM
0xF08FF	t.ma.halanta
0xF0901	t.maai
0xF08CE	t.n.p.rA-i
0xF08CD	t.n.p.ra-i
0xF08CA	t.n.pA
0xF08CC	t.n.pI
0xF08CB	t.n.pi
0xF08C8	t.n.yU
0xF08C9	t.n.yaM
0xF08C7	t.n.yu
0xF08C2	t.nAM
0xF08C3	t.nIM
0xF08E7	t.p.lA
0xF08E9	t.p.lI
0xF08EB	t.p.le
0xF08E8	t.p.li
0xF08EC	t.p.lo
0xF08EA	t.p.lu
0xF08D8	t.p.na
0xF08D9	t.p.naM
0xF08D6	t.p.ra-iM
0xF08E5	t.p.raM
0xF08E2	t.p.raai
0xF08EE	t.p.sA
0xF08ED	t.p.sa
0xF08EF	t.p.su
0xF08D0	t.paai
0xF08F9	t.ph.ya
0xF08F1	t.phA
0xF08F3	t.phI
0xF08F5	t.phU
0xF08F7	t.phaai
0xF08F6	t.phe
0xF08F8	t.pho
0xF0821	t.r.la-i
0xF081B	t.rA-iM
0xF0911	t.ra.halanta
0xF093F	t.s.ga
0xF093E	t.s.k.ra-i
0xF093B	t.s.kA
0xF093D	t.s.kU
0xF093A	t.s.ka
0xF0940	t.s.khA
0xF093C	t.s.ku
0xF097E	t.s.m.ra-i
0xF0980	t.s.m.ya
0xF097C	t.s.mA
0xF097F	t.s.me
0xF0967	t.s.n.yA
0xF0969	t.s.n.yI
0xF096B	t.s.n.yU
0xF0966	t.s.n.ya
0xF096C	t.s.n.ye
0xF0968	t.s.n.yi
0xF096D	t.s.n.yo
0xF096A	t.s.n.yu
0xF0964	t.s.nAM
0xF095E	t.s.nU
0xF0960	t.s.naai
0xF095B	t.s.ni
0xF0965	t.s.niM
0xF0961	t.s.no
0xF095D	t.s.nu
0xF0973	t.s.p.ra
0xF0972	t.s.p.ra-i
0xF096F	t.s.pA
0xF0971	t.s.pU
0xF0975	t.s.phA
0xF0977	t.s.phI
0xF0979	t.s.phU
0xF0974	t.s.pha
0xF0976	t.s.phi
0xF097A	t.s.pho
0xF0978	t.s.phu
0xF0970	t.s.pu
0xF0933	t.s.rA-i
0xF098F	t.s.raM
0xF0990	t.s.riM
0xF0947	t.s.t.rai
0xF094E	t.s.t.ri
0xF094D	t.s.t.yA
0xF094C	t.s.t.ya
0xF0942	t.s.tA
0xF0944	t.s.tI
0xF0946	t.s.tU
0xF0941	t.s.ta
0xF0949	t.s.taai
0xF094B	t.s.taau
0xF0948	t.s.te
0xF0954	t.s.thU
0xF0950	t.s.tha
0xF0956	t.s.thaai
0xF0958	t.s.thaau
0xF0955	t.s.the
0xF0952	t.s.thi
0xF0957	t.s.tho
0xF0953	t.s.thu
0xF0943	t.s.ti
0xF094A	t.s.to
0xF0945	t.s.tu
0xF099A	t.s.wAM
0xF0994	t.s.wI
0xF0999	t.s.waM
0xF0996	t.s.waai
0xF0998	t.s.waau
0xF0995	t.s.we
0xF0993	t.s.wi
0xF0997	t.s.wo
0xF0984	t.s.yU
0xF0986	t.s.yaau
0xF0983	t.s.yu
0xF092B	t.sa.halanta
0xF0935	t.saai
0xF0929	t.shi
0xF0939	t.siM
0xF089C	t.t.R.yA
0xF089E	t.t.R.yaai
0xF089D	t.t.R.ye
0xF0888	t.t.rA-iM
0xF089A	t.t.rAM
0xF0887	t.t.ra-iM
0xF0897	t.t.raai
0xF08AB	t.t.sA
0xF08AA	t.t.sa
0xF08A2	t.t.wI
0xF08A3	t.t.wU
0xF08A5	t.t.waai
0xF08A7	t.t.waau
0xF08A4	t.t.we
0xF08A1	t.t.wi
0xF08A6	t.t.wo
0xF088B	t.t.yA
0xF088C	t.t.yu
0xF0884	t.tIM
0xF0886	t.tUM
0xF0879	t.ta.halanta
0xF719	t.taMM
0xF08B2	t.th.ra-i
0xF08B8	t.th.yA
0xF08B9	t.th.yaM
0xF08B1	t.thU
0xF08AC	t.tha.halanta
0xF08B4	t.tho
0xF090F	t.yiM
0xF0814	ta.halanta
0xF70D	ta.M
0xF746	th.h.ri
0xF744	th.l.hIM
0xF1086	th.yU
0xF09AA	th.yaau
0xF09A5	th.yu
0xF099B	tha.halanta
0xF0424	ts.la-i
0xF0425	ts.laM
0xF0457	ts.mu
0xF0454	ts.nyA
0xF6A2	ts.rA-i
0xF6A1	ts.ra-i
0xF0431	ts.ts.wi
0xF0430	ts.tsAM
0xF042F	ts.tsaM
0xF0447	ts.tsh.la
0xF0442	ts.tsh.rI
0xF0444	ts.tsh.rU
0xF0436	ts.tsh.ra-i
0xF0446	ts.tsh.ro
0xF044D	ts.tsh.wI
0xF044F	ts.tsh.wU
0xF0451	ts.tsh.wo
0xF044E	ts.tsh.wu
0xF0432	ts.tsha.halanta
0xF043A	ts.tshaM
0xF043C	ts.tshiM
0xF0466	ts.w.yaau
0xF0465	ts.w.yo
0xF0464	ts.waau
0xF045A	ts.yI
0xF045C	ts.yU
0xF6AE	ts.yaai
0xF045E	ts.yaau
0xF045D	ts.yo
0xF69F	tsA-i
0xF0426	tsIM
0xF53B	tsa-i
0xF69D	tsa.halanta
0xF047E	tsh.lA
0xF047D	tsh.la
0xF0477	tsh.rA
0xF0469	tsh.rA-i
0xF0479	tsh.rI
0xF047B	tsh.rU
0xF0476	tsh.ra
0xF0468	tsh.ra-i
0xF047C	tsh.raM
0xF0478	tsh.ri
0xF047A	tsh.ru
0xF6B4	tsh.tsa
0xF6B5	tsh.tshA
0xF0470	tsh.yA
0xF0472	tsh.yI
0xF0474	tsh.yU
0xF0471	tsh.yi
0xF0473	tsh.yu
0xF54E	tshA-i
0xF0467	tsha.halanta
0xF046E	tshiM
0xF046F	tshuM
0xF0427	tsuM
0xF0003	uMM
0xF12C9	w.NA
0xF12C8	w.Na
0xF12F0	w.lA
0xF12EF	w.la
0xF12F1	w.li
0xF12D0	w.n.ra-i
0xF12CB	w.nA
0xF12D6	w.nAM
0xF12CD	w.nI
0xF12CF	w.nU
0xF12CA	w.na
0xF12D5	w.naM
0xF12D2	w.naai
0xF12D4	w.naau
0xF12D1	w.ne
0xF12CC	w.ni
0xF12D3	w.no
0xF12CE	w.nu
0xF12E4	w.rA
0xF12BF	w.rA-i
0xF12EE	w.rAM
0xF12E6	w.rI
0xF12E8	w.rU
0xF12E3	w.ra
0xF12BE	w.ra-i
0xF12C7	w.ra-iM
0xF12ED	w.raM
0xF12EA	w.raai
0xF12EC	w.raau
0xF12E9	w.re
0xF12E5	w.ri
0xF12EB	w.ro
0xF12E7	w.ru
0xF12FC	w.wAM
0xF12FD	w.wAMM
0xF12FA	w.waM
0xF12F7	w.waai
0xF12F9	w.waau
0xF12FB	w.waMM
0xF12D8	w.yA
0xF12E2	w.yAM
0xF12DA	w.yI
0xF12DC	w.yU
0xF12D7	w.ya
0xF12E1	w.yaM
0xF12DE	w.yaai
0xF12E0	w.yaau
0xF12DD	w.ye
0xF12D9	w.yi
0xF12DF	w.yo
0xF12DB	w.yu
0xF567	wA-i
0xF12C3	wAMM
0xF12C5	wIM
0xF12BC	wa.halanta
0xF12C0	waai
0xF888	waMM
0xF12C4	wiM
0xF12C6	wuM
0xF0F3E	y.la
0xF830	y.ma
0xF82B	y.nga
0xF82E	y.ni
0xF0F34	y.rA
0xF0F21	y.rA-i
0xF0F36	y.rI
0xF0F38	y.rU
0xF0F20	y.ra-i
0xF0F3D	y.raM
0xF0F3A	y.raai
0xF0F3C	y.raau
0xF0F39	y.re
0xF0F35	y.ri
0xF0F3B	y.ro
0xF0F37	y.ru
0xF0F4B	y.se
0xF0F49	y.si
0xF0F4C	y.so
0xF0F4A	y.su
0xF82C	y.to
0xF0F3F	y.wA
0xF0F47	y.wAM
0xF0F41	y.wI
0xF833	y.wa
0xF0F46	y.waM
0xF0F43	y.waai
0xF0F45	y.waau
0xF0F42	y.we
0xF0F40	y.wi
0xF0F44	y.wo
0xF0F33	y.yAM
0xF0F2B	y.yI
0xF0F2D	y.yU
0xF0F32	y.yaM
0xF0F2F	y.yaai
0xF0F31	y.yaau
0xF0F30	y.yo
0xF0F2C	y.yu
0xF5A5	yA-i
0xF0F28	yUM
0xF0F1F	ya.halanta
0xF0F25	yaMM
0xF0F26	yiM
0xF587	z.lA-i
0xF58F	z.nga
0xF584	z.rA-i
0xF583	z.ri
0xF57C	z.xa
0xF57F	zA-i
0xF577	zh.ga
0xF57A	zh.na
0xF579	zh.ngA-i
0xF578	zh.nga
0xF57B	zh.ni
0xF575	zh.r.wa
0xF56B	zh.xa
0xF573	zhaM
0xF0002	AiMM
0xF0004	rMM-i
0xF0007	lMM-i
